Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number,Scraped At
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/vmsV3C/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbek2-16,53982.0,Kingston,KF560C30BBEK2-16,DDR5-6000,288-pin DIMM (DDR5),2 x 8GB,$28.892,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:00:56.341Z
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-4000 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/30343db7adf8a42161679c8f3f5904df.256p.jpg,https://pcpartpicker.com/product/pdfnTW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gtzr,24406.0,G.Skill,F4-4000C18D-32GTZR,DDR4-4000,288-pin DIMM (DDR4),2 x 16GB,$6.531,Black,9 ns,18.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:00.336Z
GeIL EVO SPEAR 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/cb8f0a6e4b730458be06794668bdfa5a.256p.jpg,https://pcpartpicker.com/product/qLkj4D/geil-evo-spear-16gb-2-x-8gb-ddr4-3000-memory-gsb416gb3000c16adc,,GeIL,GSB416GB3000C16ADC,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,,Black / Orange,10.667 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:00.336Z
Kingston FURY Beast 16 GB (1 x 16 GB) DDR4-3200 CL16 Memory,https://m.media-amazon.com/images/I/31HLz8OwmZL.jpg,https://pcpartpicker.com/product/vJTp99/kingston-fury-beast-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb16,13309.0,Kingston,KF432C16BB/16,DDR4-3200,288-pin DIMM (DDR4),1 x 16GB,$6.874,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:00.336Z
Crucial CT2K8G4DFRA266 16 GB (2 x 8 GB) DDR4-2666 CL19 Memory,,https://pcpartpicker.com/product/gKfFf7/crucial-ct2k8g4dfra266-16-gb-2-x-8-gb-ddr4-2666-cl19-memory-ct2k8g4dfra266,12028.0,Crucial,CT2K8G4DFRA266,DDR4-2666,288-pin DIMM (DDR4),2 x 8GB,$6.438,Green,14.254 ns,19.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:01:04.335Z
Crucial Pro 32 GB (2 x 16 GB) DDR4-3200 CL22 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/235358800a11d646358ccb734e9efde5.256p.jpg,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,23237.0,Crucial,CP2K16G4DFRA32A,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$6.218,Black,13.75 ns,22.0,1.2 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:05.338Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5600 CL40 Memory,,https://pcpartpicker.com/product/gG8bt6/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbk2-16,29193.0,Kingston,KF556C40BBK2-16,DDR5-5600,288-pin DIMM (DDR5),2 x 8GB,$15.624,Black,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:05.338Z
Crucial CP2K64G56C46U5 128 GB (2 x 64 GB) DDR5-5600 CL46 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/b42146c88ed343fce3e6f94ba345b483.256p.jpg,https://pcpartpicker.com/product/Z3wD4D/crucial-cp2k64g56c46u5-128-gb-2-x-64-gb-ddr5-5600-cl46-memory-cp2k64g56c46u5,148478.0,Crucial,CP2K64G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 64GB,$9.711,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:11.335Z
Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/wjFmP6/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-64,133549.0,Kingston,KF560C30BBEAK2-64,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$17.869,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:13.342Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/TBfFf7/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf4d416g3600hc18jdc01,17515.0,TEAMGROUP,TF4D416G3600HC18JDC01,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$9.374,White,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:13.342Z
V-Color Manta XSky RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/YHDnTW/v-color-manta-xsky-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-tmxsal1660830kwk,43206.0,V-Color,TMXSAL1660830KWK,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.562,Black,10 ns,30.0,1.25 V,30-38-38-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:15.335Z
Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/xfpQzy/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000z30,125182.0,Corsair,CMK64GX5M2B6000Z30,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$16.719,Black / Gray,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:17.341Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory,,https://pcpartpicker.com/product/YBWzK8/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200c40,49745.0,Corsair,CMK32GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 16GB,$13.312,Black,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:18.343Z
G.Skill Ripjaws X 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory,,https://pcpartpicker.com/product/LzTmP6/gskill-memory-f312800cl9d8gbxl,6061.0,G.Skill,F3-12800CL9D-8GBXL,DDR3-1600,240-pin DIMM (DDR3),2 x 4GB,$5.874,Black / Red,11.25 ns,9.0,1.5 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:20.335Z
Corsair Vengeance 192 GB (4 x 48 GB) DDR5-5200 CL38 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/a1a07494c46dd71252fe1127c3523562.256p.jpg,https://pcpartpicker.com/product/BXP8TW/corsair-vengeance-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmk192gx5m4b5200c38,281310.0,Corsair,CMK192GX5M4B5200C38,DDR5-5200,288-pin DIMM (DDR5),4 x 48GB,$12.547,Black,14.615 ns,38.0,1.25 V,38-38-38-84,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:22.329Z
Patriot Viper Venom RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2934969ee0e47a37c6954bd3e4873340.256p.jpg,https://pcpartpicker.com/product/YYcBD3/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvvr532g600c30k,51205.0,Patriot,PVVR532G600C30K,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.500,Black / Silver,10 ns,30.0,1.35 V,30-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:23.333Z
G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/gRMTwP/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzr,52548.0,G.Skill,F4-3600C18D-64GTZR,DDR4-3600,288-pin DIMM (DDR4),2 x 32GB,$7.031,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:25.341Z
Patriot Viper Steel 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/6QTzK8/patriot-viper-steel-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-pvs432g360c8k,23354.0,Patriot,PVS432G360C8K,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$6.232,Silver / Black,10 ns,18.0,1.35 V,18-20-20-40,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:27.332Z
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,,https://pcpartpicker.com/product/nrc48d/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3000-memory-cmk16gx4m2d3000c16w,,Corsair,CMK16GX4M2D3000C16W,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,,White,10.667 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:28.336Z
Silicon Power XPOWER Zenith Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/ypRwrH/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdg,50784.0,Silicon Power,,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.093,White,10 ns,30.0,1.35 V,30-38-38-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:32.329Z
Crucial Pro Overclocking 64 GB (2 x 32 GB) DDR5-6400 CL40 Memory,https://m.media-amazon.com/images/I/31AwNo-gfkL.jpg,https://pcpartpicker.com/product/9RVfrH/crucial-pro-overclocking-64-gb-2-x-32-gb-ddr5-6400-cl40-memory-cp2k32g64c40u5b,76136.0,Crucial,CP2K32G64C40U5B,DDR5-6400,288-pin DIMM (DDR5),2 x 32GB,$10.187,Black,12.5 ns,40.0,1.35 V,40-40-40-84,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:34.334Z
Kingston KHX8500D2K2/4GR 4 GB (2 x 2 GB) DDR2-1066 CL5 Memory,,https://pcpartpicker.com/product/xfBv6h/kingston-hyperx-4gb-2-x-2gb-ddr2-1066-memory-khx8500d2k24g,,Kingston,KHX8500D2K2/4G,DDR2-1066,240-pin DIMM (DDR2),2 x 2GB,,Blue,9.381 ns,5.0,2.2 V,5-5-5-15,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:35.335Z
Crucial Pro 32 GB (2 x 16 GB) DDR5-6000 CL48 Memory,https://m.media-amazon.com/images/I/31nC0fIgpCL.jpg,https://pcpartpicker.com/product/gwXMnQ/crucial-pro-32-gb-2-x-16-gb-ddr5-6000-cl48-memory-cp2k16g60c48u5,43729.0,Crucial,CP2K16G60C48U5,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.530,Black,16 ns,48.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:37.343Z
G.Skill Trident Z RGB 128 GB (4 x 32 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/qxkgXL/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-3600-memory-f4-3600c18q-128gtzr,78238.0,G.Skill,F4-3600C18Q-128GTZR,DDR4-3600,288-pin DIMM (DDR4),4 x 32GB,$5.234,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:38.329Z
Kingston Server Premier 32 GB (1 x 32 GB) Registered DDR4-2666 CL19 Memory,,https://pcpartpicker.com/product/t4LFf7/kingston-server-premier-32-gb-1-x-32-gb-registered-ddr4-2666-cl19-memory-ksm26rd832mfr,64225.0,Kingston,KSM26RD8/32MFR,DDR4-2666,288-pin DIMM (DDR4),1 x 32GB,$17.187,,14.254 ns,19.0,1.2 V,,ECC / Registered,No,,2026-01-20T22:01:39.334Z
Kingston FURY Beast 16 GB (1 x 16 GB) DDR5-5600 CL40 Memory,,https://pcpartpicker.com/product/HCxRsY/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bb-16,26975.0,Kingston,KF556C40BB-16,DDR5-5600,288-pin DIMM (DDR5),1 x 16GB,$14.438,Black,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:41.341Z
Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6600 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/d28379b9dec15eb6b32ea27b768b85e6.256p.jpg,https://pcpartpicker.com/product/2pV2FT/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32,,Corsair,CMP64GX5M2X6600C32,DDR5-6600,288-pin DIMM (DDR5),2 x 32GB,,Black,9.697 ns,32.0,1.4 V,32-39-39-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:43.332Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL36 Memory,,https://pcpartpicker.com/product/dcJgXL/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmk32gx5m2b5600z36,,Corsair,CMK32GX5M2B5600Z36,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,,Gray,12.857 ns,36.0,1.25 V,36-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:43.332Z
V-Color TRA564G60D436O 512 GB (8 x 64 GB) Registered DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/3fdf6b615de56a9f7dc76fb82b2ce5cc.256p.jpg,https://pcpartpicker.com/product/2YFmP6/v-color-tra564g60d436o-512-gb-8-x-64-gb-registered-ddr5-6000-cl36-memory-tra564g60d436o,1562448.0,V-Color,TRA564G60D436O,DDR5-6000,288-pin DIMM (DDR5),8 x 64GB,$26.133,Black,12 ns,36.0,1.25 V,36-38-38-96,ECC / Registered,No,,2026-01-20T22:01:45.341Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/a57460b491bfa8f2ffbee96d83b0941b.256p.jpg,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,17515.0,TEAMGROUP,TF3D416G3600HC18JDC01,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$9.374,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:47.330Z
G.Skill Trident Z5 Neo 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/ddee8f048d2850b577c6e3c3f03a023b.256p.jpg,https://pcpartpicker.com/product/Xg2WGX/gskill-trident-z5-neo-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5n,105096.0,G.Skill,F5-6000J3040G32GX2-TZ5N,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$14.062,Black / Silver,10 ns,30.0,1.4 V,30-40-40-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:47.330Z
ADATA XPG SPECTRIX D50 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/cf2342d4b65626a38d05349ec71c82df.256p.jpg,https://pcpartpicker.com/product/qqjBD3/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dw50,,ADATA,AX4U32008G16A-DW50,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,,White,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:53.342Z
TEAMGROUP Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,16347.0,TEAMGROUP,TLZGD416G3600HC18JDC01,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$8.749,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:54.329Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6400 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/92156f654048201e28ad1a18577a9469.256p.jpg,https://pcpartpicker.com/product/TGGhP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmk32gx5m2b6400c36,49687.0,Corsair,CMK32GX5M2B6400C36,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$13.125,Black,11.25 ns,36.0,1.4 V,36-48-48-104,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:55.334Z
Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory,https://m.media-amazon.com/images/I/31MA96MIbpL.jpg,https://pcpartpicker.com/product/4TfnTW/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-kf556c40bbk2-32,44373.0,Kingston,KF556C40BBK2-32,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,$11.875,Black,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:58.331Z
Crucial Ballistix MAX 16 GB (2 x 8 GB) DDR4-5100 CL19 Memory,,https://pcpartpicker.com/product/DLZzK8/crucial-ballistix-max-16-gb-2-x-8-gb-ddr4-5100-cl19-memory-blm2k8g51c19u4b,116191.0,Crucial,BLM2K8G51C19U4B,DDR4-5100,288-pin DIMM (DDR4),2 x 8GB,$62.188,Black,7.451 ns,19.0,1.5 V,19-26-26-48,Non-ECC / Unbuffered,Yes,,2026-01-20T22:01:59.332Z
Samsung M378A1K43CB2-CRC 8 GB (1 x 8 GB) DDR4-2400 CL17 Memory,,https://pcpartpicker.com/product/TZvqqs/samsung-8-gb-1-x-8-gb-ddr4-2400-memory-m378a1k43cb2-crc,7002.0,Samsung,M378A1K43CB2-CRC,DDR4-2400,288-pin DIMM (DDR4),1 x 8GB,$7.495,Green,14.167 ns,17.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:01:59.332Z
Klevv BOLT V 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://m.media-amazon.com/images/I/31TxqFj3gML.jpg,https://pcpartpicker.com/product/PxTZxr/klevv-bolt-v-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300h,53715.0,Klevv,KD5AGUA80-60A300H,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$14.375,Black,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:03.329Z
OLOy MD4U083216BJDA 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/fByqqs/oloy-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md4u083216bjda,,OLOy,MD4U083216BJDA,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,,Black,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:03.329Z
Kingston FURY Beast RGB 16 GB (1 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/6msV3C/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbea-16,,Kingston,KF560C30BBEA-16,DDR5-6000,288-pin DIMM (DDR5),1 x 16GB,,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:04.332Z
G.Skill Trident Z5 Royal 32 GB (2 x 16 GB) DDR5-6400 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/d237fd8c79c430d37535f385981272df.256p.jpg,https://pcpartpicker.com/product/s3fxFT/gskill-trident-z5-royal-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tr5s,59554.0,G.Skill,F5-6400J3039G16GX2-TR5S,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$15.937,White,9.375 ns,30.0,1.4 V,30-39-39-102,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:07.330Z
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory,,https://pcpartpicker.com/product/w3FKHx/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16d-32gtznc,31528.0,G.Skill,F4-3600C16D-32GTZNC,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$8.281,Black / Silver,8.889 ns,16.0,1.35 V,16-19-19-39,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:08.333Z
G.Skill Trident Z5 RGB 128 GB (2 x 64 GB) DDR5-6400 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/77f8bc61316a59e20a54800382cd18af.256p.jpg,https://pcpartpicker.com/product/QwZWGX/gskill-trident-z5-rgb-128-gb-2-x-64-gb-ddr5-6400-cl36-memory-f5-6400j3644f64gx2-tz5rk,202020.0,G.Skill,F5-6400J3644F64GX2-TZ5RK,DDR5-6400,288-pin DIMM (DDR5),2 x 64GB,$13.516,Black,11.25 ns,36.0,1.35 V,36-44-44-102,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:08.333Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5600 CL36 Memory,,https://pcpartpicker.com/product/Z99wrH/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl36-memory-kf556c36bbek2-16,34779.0,Kingston,KF556C36BBEK2-16,DDR5-5600,288-pin DIMM (DDR5),2 x 8GB,$12.499,Black / Silver,12.857 ns,36.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:11.330Z
Samsung M378A2K43CB1-CTD 16 GB (1 x 16 GB) DDR4-2666 CL19 Memory,,https://pcpartpicker.com/product/2zfFf7/samsung-16-gb-1-x-16-gb-ddr4-2666-memory-m378a2k43cb1-ctd,14596.0,Samsung,M378A2K43CB1-CTD,DDR4-2666,288-pin DIMM (DDR4),1 x 16GB,$7.812,Green / Black,14.254 ns,19.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:02:16.337Z
TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,30357.0,TEAMGROUP,TLZGD432G3200HC16FDC01,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$7.812,Gray,10 ns,16.0,1.35 V,16-20-20-40,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:16.337Z
Kingston FURY Beast RGB 32 GB (1 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/TNCZxr/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-kf560c30bba-32,,Kingston,KF560C30BBA-32,DDR5-6000,288-pin DIMM (DDR5),1 x 32GB,,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:16.339Z
G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3600 CL16 Memory,,https://pcpartpicker.com/product/kJvqqs/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-f4-3600c16d-64gtzn,69948.0,G.Skill,F4-3600C16D-64GTZN,DDR4-3600,288-pin DIMM (DDR4),2 x 32GB,$9.359,Black / Silver,8.889 ns,16.0,1.45 V,16-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:20.333Z
G.Skill Trident Z5 Neo 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/DgVmP6/gskill-trident-z5-neo-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5n,56635.0,G.Skill,F5-6000J3038F16GX2-TZ5N,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$14.375,Black,10 ns,30.0,1.35 V,30-38-38-96,Non-ECC / Unbuffered,No,,2026-01-20T22:02:20.333Z
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3000 CL16 Memory,,https://pcpartpicker.com/product/DFXnTW/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-3000-memory-cmk32gx4m2d3000c16,,Corsair,CMK32GX4M2D3000C16,DDR4-3000,288-pin DIMM (DDR4),2 x 16GB,,Black,10.667 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:21.337Z
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL32 Memory,,https://pcpartpicker.com/product/cnbTwP/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-fx5,60996.0,G.Skill,F5-6000J3238F16GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.967,Black,10.667 ns,32.0,1.35 V,32-38-38-96,Non-ECC / Unbuffered,No,,2026-01-20T22:02:24.336Z
Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6600 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/5043343aefe3ad5ed4f2c1ca6df1842c.256p.jpg,https://pcpartpicker.com/product/ZsvD4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6600-cl32-memory-cmp96gx5m2b6600c32,183803.0,Corsair,CMP96GX5M2B6600C32,DDR5-6600,288-pin DIMM (DDR5),2 x 48GB,$16.396,Black,9.697 ns,32.0,1.4 V,32-39-39-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:24.336Z
Crucial Pro 64 GB (2 x 32 GB) DDR4-3200 CL22 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/a84ec08dd217d1453dffdcbbf6319404.256p.jpg,https://pcpartpicker.com/product/s288TW/crucial-pro-64-gb-2-x-32-gb-ddr4-3200-cl22-memory-cp2k32g4dfra32a,55468.0,Crucial,CP2K32G4DFRA32A,DDR4-3200,288-pin DIMM (DDR4),2 x 32GB,$6.203,Black / Green,13.75 ns,22.0,1.2 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:26.328Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/sQfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000z30,63057.0,Corsair,CMK32GX5M2B6000Z30,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$16.875,Black / Silver,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:28.336Z
